2019-09-08 11:01:04.100,1,2,3,4,5,6,7,8,9
2019-09-09 11:01:04.100,20190909,193000,560636,561159,559324,559924,0,0,0
2019-09-09 11:01:04.200,20190909,233000,559933,559986,557993,559045,0,0,0
2019-09-09 11:01:04.300,20190909,234000,559051,559051,558830,558895,0,0,0
2019-09-09 11:01:05.200,1,2,3,4,5,6,7,8,9
2019-09-10 23:50:13.100,1,2,3,4,5,6,7,8,9
2019-09-11 23:50:27.100,1,2,3,4,5,6,7,8,9
2019-09-11 23:50:27.200,1,2,3,4,5,6,7,8,9
2019-09-11 23:50:27.300,1,2,3,4,5,6,7,8,9
2019-09-12 23:50:27.100,1,2,3,4,5,6,7,8,9
2019-09-16 23:50:12.100,1,2,3,4,5,6,7,8,9
2019-09-16 23:50:12.200,1,2,3,4,5,6,7,8,9
2019-09-16 23:50:12.300,1,2,3,4,5,6,7,8,9
2019-09-17 23:50:10.100,20190917,190700,0,561945,0,560043,0,0,0
2019-09-17 23:50:10.200,20190917,230700,560041,561469,558774,561217,0,0,0
2019-09-17 23:50:10.300,20190917,233000,561233,561539,560814,561536,0,0,0
2019-09-18 23:50:10.100,20190918,190100,0,563075,0,562540,0,0,0
2019-09-18 23:50:10.200,20190918,191100,562556,562683,562401,562401,0,0,562540
2019-09-19 23:50:12.100,20190919,190100,0,565945,0,564140,0,0,562065
2019-09-19 23:50:12.200,20190919,230100,564161,565827,563943,565486,0,0,564140
2019-09-19 23:50:12.300,20190919,233000,565475,566286,565406,565741,0,0,565486
2019-09-20 23:50:23.100,20190920,190100,0,569021,0,568064,0,0,0
2019-09-20 23:50:23.200,20190920,230100,568069,569625,567452,568742,0,0,568064
2019-09-20 23:50:23.300,20190920,233500,568744,569135,568377,568973,0,0,568742
2019-09-23 23:50:14.100,20190923,190100,0,568393,0,563718,0,0,0
2019-09-23 23:50:14.200,20190923,230100,563617,563888,561929,562468,0,0,563718
2019-09-23 23:50:14.300,20190923,233000,562459,563705,562459,563361,0,0,562468
2019-09-24 23:50:24.100,20190924,190100,0,564846,0,564369,0,0,563076
2019-09-24 23:50:24.200,20190924,230100,564386,564814,562761,562761,0,0,564369
2019-09-24 23:50:24.300,20190924,233500,562705,562973,562524,562913,0,0,562761
2019-09-25 23:50:14.100,20190925,190100,0,560076,0,554520,0,0,562833
2019-09-25 23:50:14.200,20190925,230100,554563,558006,554088,558006,0,0,554520
2019-09-25 23:50:14.300,20190925,233000,557999,558045,557171,557855,0,0,558006
2019-09-26 23:50:06.100,20190926,190100,0,563215,0,562351,0,0,558380
2019-09-26 23:50:06.200,20190926,230100,562323,563097,561326,562341,0,0,562351
2019-09-26 23:50:06.300,20190926,233000,562266,562946,561374,562010,0,0,562341
2019-09-27 23:50:04.100,20190927,190200,0,564536,0,563545,0,0,562057
2019-09-27 23:50:04.200,20190927,230200,563548,564022,562158,563324,0,0,563545
2019-09-27 23:50:04.300,20190927,233000,563272,563547,563082,563502,0,0,563324
2019-10-08 23:50:01.100,20191008,190100,0,553129,0,546060,0,0,0
2019-10-08 23:50:01.200,20191008,230100,546116,548277,545224,547224,0,0,546060
2019-10-08 23:50:01.300,20191008,233000,547024,547712,546366,546461,0,0,547224
2019-10-09 23:50:05.100,20191009,190100,0,551564,0,549416,0,0,545662
2019-10-09 23:50:05.200,20191009,230100,549441,550686,548381,549195,0,0,549416
2019-10-09 23:50:05.300,20191009,233000,549136,549788,548833,549485,0,0,549195
2019-10-19 14:46:34.700,20191010,0,1,2,3,4,5,6,7
2019-09-08 11:01:04.100,1,2,3,4,5,6,7,8,9
2019-09-09 11:01:04.100,20190909,193000,560636,561159,559324,559924,0,0,0
2019-09-09 11:01:04.200,20190909,233000,559933,559986,557993,559045,0,0,0
2019-09-09 11:01:04.300,20190909,234000,559051,559051,558830,558895,0,0,0
2019-09-09 11:01:05.200,1,2,3,4,5,6,7,8,9
2019-09-10 23:50:13.100,1,2,3,4,5,6,7,8,9
2019-09-11 23:50:27.100,1,2,3,4,5,6,7,8,9
2019-09-11 23:50:27.200,1,2,3,4,5,6,7,8,9
2019-09-11 23:50:27.300,1,2,3,4,5,6,7,8,9
2019-09-12 23:50:27.100,1,2,3,4,5,6,7,8,9
2019-09-16 23:50:12.100,1,2,3,4,5,6,7,8,9
2019-09-16 23:50:12.200,1,2,3,4,5,6,7,8,9
2019-09-16 23:50:12.300,1,2,3,4,5,6,7,8,9
2019-09-17 23:50:10.100,20190917,190700,0,561945,0,560043,0,0,0
2019-09-17 23:50:10.200,20190917,230700,560041,561469,558774,561217,0,0,0
2019-09-17 23:50:10.300,20190917,233000,561233,561539,560814,561536,0,0,0
2019-09-18 23:50:10.100,20190918,190100,0,563075,0,562540,0,0,0
2019-09-18 23:50:10.200,20190918,191100,562556,562683,562401,562401,0,0,562540
2019-09-19 23:50:12.100,20190919,190100,0,565945,0,564140,0,0,562065
2019-09-19 23:50:12.200,20190919,230100,564161,565827,563943,565486,0,0,564140
2019-09-19 23:50:12.300,20190919,233000,565475,566286,565406,565741,0,0,565486
2019-09-20 23:50:23.100,20190920,190100,0,569021,0,568064,0,0,0
2019-09-20 23:50:23.200,20190920,230100,568069,569625,567452,568742,0,0,568064
2019-09-20 23:50:23.300,20190920,233500,568744,569135,568377,568973,0,0,568742
2019-09-23 23:50:14.100,20190923,190100,0,568393,0,563718,0,0,0
2019-09-23 23:50:14.200,20190923,230100,563617,563888,561929,562468,0,0,563718
2019-09-23 23:50:14.300,20190923,233000,562459,563705,562459,563361,0,0,562468
2019-09-24 23:50:24.100,20190924,190100,0,564846,0,564369,0,0,563076
2019-09-24 23:50:24.200,20190924,230100,564386,564814,562761,562761,0,0,564369
2019-09-24 23:50:24.300,20190924,233500,562705,562973,562524,562913,0,0,562761
2019-09-25 23:50:14.100,20190925,190100,0,560076,0,554520,0,0,562833
2019-09-25 23:50:14.200,20190925,230100,554563,558006,554088,558006,0,0,554520
2019-09-25 23:50:14.300,20190925,233000,557999,558045,557171,557855,0,0,558006
2019-09-26 23:50:06.100,20190926,190100,0,563215,0,562351,0,0,558380
2019-09-26 23:50:06.200,20190926,230100,562323,563097,561326,562341,0,0,562351
2019-09-26 23:50:06.300,20190926,233000,562266,562946,561374,562010,0,0,562341
2019-09-27 23:50:04.100,20190927,190200,0,564536,0,563545,0,0,562057
2019-09-27 23:50:04.200,20190927,230200,563548,564022,562158,563324,0,0,563545
2019-09-27 23:50:04.300,20190927,233000,563272,563547,563082,563502,0,0,563324
2019-10-08 23:50:01.100,20191008,190100,0,553129,0,546060,0,0,0
2019-10-08 23:50:01.200,20191008,230100,546116,548277,545224,547224,0,0,546060
2019-10-08 23:50:01.300,20191008,233000,547024,547712,546366,546461,0,0,547224
2019-10-09 23:50:05.100,20191009,190100,0,551564,0,549416,0,0,545662
2019-10-09 23:50:05.200,20191009,230100,549441,550686,548381,549195,0,0,549416
2019-10-09 23:50:05.300,20191009,233000,549136,549788,548833,549485,0,0,549195
2019-10-19 14:46:34.700,20191010,0,1,2,3,4,5,6,7
